pdf_name,responsabile,beneficiario,category,falso_positivo,timestamp
"Delibera_17__5217_AttestazionePubblicazione_2.pdf","NON IDENTIFICATO","NON IDENTIFICATO","Comunicazione Istituzionale","NO","2026-06-15T15:54:47.916439"
